"SURVEY_ID","CUSTOMER_ID","PRODUCT_ID","SURVEY_DATE","SURVEY_CHANNEL","SURVEY_VERSION","COMPLETION_STATUS","CUSTOMER_AGE_RANGE","CUSTOMER_GENDER","CUSTOMER_LOCATION","CUSTOMER_SEGMENT","PRODUCT_NAME","PRODUCT_CATEGORY","PRODUCT_SUBCATEGORY","PRODUCT_PRICE","PURCHASE_DATE","OVERALL_SATISFACTION","PRODUCT_QUALITY_RATING","VALUE_FOR_MONEY_RATING","DELIVERY_RATING","CUSTOMER_SERVICE_RATING","EASE_OF_USE_RATING","NPS_SCORE","WOULD_RECOMMEND","WOULD_PURCHASE_AGAIN","MEETS_EXPECTATIONS","REVIEW_TEXT","POSITIVE_FEEDBACK","NEGATIVE_FEEDBACK","IMPROVEMENT_SUGGESTIONS","ADDITIONAL_COMMENTS","TIME_TO_COMPLETE_SECONDS","SURVEY_SOURCE"
"SUR0255","CUST0255","PROD005","2024-06-27 22:52:00","web","v2.1","abandoned","45-54","Female","New Orleans, LA","returning","All Yours Tee","Women's Tops","Shirts",68.0,"2024-06-25","","","","","","","","","","","","","","","",12,"app_notification"
"SUR0256","CUST0256","PROD006","2024-06-12 16:36:00","mobile","v2.1","completed","35-44","Non-binary","Oakland, CA","returning","Hotty Hot High-Rise Short 4""","Women's Bottoms","Shorts",68.0,"2024-05-28",5.0,5.0,5.0,4.0,4.0,5.0,9.0,True,True,True,"Perfect for pilates! perfect fit and fits perfectly.","Outstanding quality as always","","","Highly recommend",110,"app_notification"
"SUR0257","CUST0257","PROD007","2024-10-07 14:16:00","mobile","v2.1","partial","45-54","Non-binary","Las Vegas, NV","returning","Invigorate High-Rise Tight 25""","Women's Bottoms","Leggings",118.0,"2024-09-21",3.0,4.0,"",2.0,"",3.0,"",False,"",True,"Good for pilates but could use pockets.","","","","",74,"email_campaign"
"SUR0258","CUST0258","PROD008","2024-10-31 18:01:00","mobile","v2.1","partial","35-44","Female","Detroit, MI","at_risk","Flow Y Bra","Women's Intimates","Sports Bras",52.0,"2024-10-01",5.0,5.0,5.0,"","",4.0,9.0,"","","","Love these! Great quality and moisture-wicking technology.","","","","",32,"post_purchase"
"SUR0259","CUST0259","PROD009","2024-06-18 11:47:00","sms","v2.1","abandoned","25-34","Female","Mesa, AZ","vip","Commission Short Sleeve Shirt","Men's Tops","Shirts",128.0,"2024-05-26","","","","","","","","","","","","","","","",11,"email_campaign"
"SUR0260","CUST0260","PROD010","2024-07-11 17:57:00","web","v2.1","partial","55-64","Female","Indianapolis, IN","returning","Down For It All Jacket","Women's Outerwear","Jackets",298.0,"2024-06-15",4.0,4.0,"",4.0,"","","","",True,True,"These are perfect! great stretch and great for travel.","","","","",95,"email_campaign"
"SUR0261","CUST0261","PROD011","2024-12-29 09:57:00","mobile","v2.1","completed","45-54","Non-binary","Mesa, AZ","new","Pace Breaker Lined Short 5""","Men's Bottoms","Shorts",68.0,"2024-12-11",5.0,4.0,3.0,4.0,5.0,5.0,9.0,True,True,True,"These are perfect! supportive design and great for hiking.","Perfect for active lifestyle","","","Love this brand",423,"app_notification"
"SUR0262","CUST0262","PROD012","2024-11-16 12:15:00","sms","v2.1","completed","35-44","Female","Raleigh, NC","vip","Metal Vent Tech Short Sleeve","Men's Tops","Shirts",78.0,"2024-11-08",2.0,2.0,2.0,1.0,1.0,3.0,5.0,False,False,False,"Not worth it. inconsistent sizing and poor value.","","Sizing is inconsistent","Softer fabric blend","Not impressed",496,"website_popup"
"SUR0263","CUST0263","PROD013","2024-06-08 22:38:00","mobile","v2.1","abandoned","45-54","Non-binary","Dallas, TX","returning","License to Train Short 7""","Men's Bottoms","Shorts",78.0,"2024-05-11","","","","","","","","","","","","","","","",54,"email_campaign"
"SUR0264","CUST0264","PROD014","2024-12-27 22:33:00","email","v2.1","completed","45-54","Female","Miami, FL","returning","Hotty Hot Short 2.5""","Women's Bottoms","Shorts",68.0,"2024-12-21",3.0,2.0,3.0,2.0,3.0,3.0,7.0,False,False,True,"They work well but could be more durable.","","Poor value for money","More color options","",169,"post_purchase"
"SUR0265","CUST0265","PROD015","2024-03-08 10:01:00","mobile","v2.1","completed","55-64","Non-binary","Seattle, WA","returning","Free to Be Serene Bra","Women's Intimates","Sports Bras",52.0,"2024-02-25",2.0,2.0,1.0,3.0,3.0,2.0,4.0,False,False,False,"Not suitable for workouts. rough texture.","","Doesn't meet expectations","More color options","Not impressed",93,"post_purchase"
"SUR0266","CUST0266","PROD016","2024-07-28 20:00:00","mobile","v2.1","completed","45-54","Female","Arlington, TX","returning","Commission Pant Classic 32""","Men's Bottoms","Pants",138.0,"2024-06-28",5.0,5.0,5.0,5.0,5.0,5.0,10.0,True,True,True,"These are perfect! durable construction and great for gym sessions.","Incredible fabric quality and fit","","","",449,"email_campaign"
"SUR0267","CUST0267","PROD017","2024-06-09 14:39:00","web","v2.1","partial","55-64","Non-binary","Mesa, AZ","new","Like a Cloud Bra","Women's Intimates","Sports Bras",68.0,"2024-05-13",5.0,"",5.0,5.0,"",5.0,"","",True,True,"Incredible quality! comfortable all day and worth every penny.","Great design and functionality","","","",108,"app_notification"
"SUR0268","CUST0268","PROD018","2024-01-28 19:33:00","web","v2.1","completed","45-54","Non-binary","Louisville, KY","new","Hotty Hot High-Rise Short 4""","Women's Bottoms","Shorts",68.0,"2024-01-15",4.0,4.0,2.0,3.0,4.0,5.0,7.0,True,True,True,"Love these! Great quality and moisture-wicking technology.","Outstanding quality as always","","Extended length options","",227,"email_campaign"
"SUR0269","CUST0269","PROD019","2024-03-04 09:07:00","sms","v2.1","abandoned","45-54","Non-binary","Nashville, TN","new","Engineered Warmth Half Zip","Men's Outerwear","Pullovers",128.0,"2024-02-20","","","","","","","","","","","","","","","",12,"email_campaign"
"SUR0270","CUST0270","PROD020","2024-03-28 22:21:00","web","v2.1","partial","25-34","Female","San Jose, CA","returning","Drysense Tank","Men's Tops","Tank Tops",58.0,"2024-03-18",4.0,"",2.0,3.0,"","",4.0,True,True,True,"","","","","",93,"website_popup"
"SUR0271","CUST0271","PROD021","2024-05-01 11:37:00","web","v2.1","abandoned","45-54","Male","Oklahoma City, OK","at_risk","Down For It All Jacket","Women's Outerwear","Jackets",298.0,"2024-04-23","","","","","","","","","","","","","","","",27,"post_purchase"
"SUR0272","CUST0272","PROD022","2024-11-13 18:35:00","web","v2.1","abandoned","25-34","Female","Jacksonville, FL","returning","Reversible Mat 5mm","Accessories","Yoga Equipment",88.0,"2024-11-11","","","","","","","","","","","","","","","",12,"website_popup"
"SUR0273","CUST0273","PROD023","2024-12-07 17:53:00","web","v2.1","partial","35-44","Male","Philadelphia, PA","new","Scuba Oversized Half-Zip Hoodie","Women's Outerwear","Hoodies",118.0,"2024-12-01",4.0,5.0,"",5.0,"",4.0,"",True,True,"","Love these! Great quality and smooth texture.","","","","",100,"email_campaign"
"SUR0274","CUST0274","PROD024","2024-02-03 12:30:00","sms","v2.1","abandoned","18-24","Non-binary","Seattle, WA","vip","Hotty Hot Short 2.5""","Women's Bottoms","Shorts",68.0,"2024-01-11","","","","","","","","","","","","","","","",13,"email_campaign"
"SUR0275","CUST0275","PROD025","2024-02-25 17:46:00","sms","v2.1","abandoned","55-64","Female","Milwaukee, WI","vip","Soft Ambitions Crop Crew","Women's Outerwear","Sweatshirts",98.0,"2024-02-16","","","","","","","","","","","","","","","",49,"website_popup"
"SUR0276","CUST0276","PROD026","2024-06-30 22:08:00","sms","v2.1","completed","55-64","Male","Fresno, CA","at_risk","Perfectly Oversized Crew","Women's Outerwear","Sweatshirts",118.0,"2024-06-07",3.0,2.0,1.0,2.0,2.0,3.0,4.0,False,False,True,"They're okay but could use better instructions.","","Uncomfortable fabric","Softer fabric blend","Won't purchase again",277,"email_campaign"
"SUR0277","CUST0277","PROD027","2024-01-06 18:12:00","email","v2.1","abandoned","35-44","Male","Phoenix, AZ","vip","City Excursion Hoodie","Men's Outerwear","Hoodies",148.0,"2023-12-12","","","","","","","","","","","","","","","",53,"website_popup"
"SUR0278","CUST0278","PROD028","2024-06-19 13:25:00","mobile","v2.1","partial","55-64","Non-binary","Los Angeles, CA","returning","Energy Bra High Neck","Women's Intimates","Sports Bras",58.0,"2024-05-20",4.0,"","",4.0,"",4.0,"",True,True,"","These are amazing! So comfortable and perfect for errands.","","","","",102,"website_popup"
"SUR0279","CUST0279","PROD029","2024-12-13 13:35:00","email","v2.1","completed","18-24","Female","Kansas City, MO","vip","Commission Short Sleeve Shirt","Men's Tops","Shirts",128.0,"2024-12-04",5.0,5.0,4.0,5.0,5.0,4.0,10.0,True,True,True,"These are perfect! perfect fit and great for work.","Amazing comfort and style","","","",375,"email_campaign"
"SUR0280","CUST0280","PROD030","2024-12-27 21:20:00","sms","v2.1","completed","18-24","Male","Oklahoma City, OK","new","Engineered Warmth Half Zip","Men's Outerwear","Pullovers",128.0,"2024-12-12",5.0,5.0,3.0,5.0,5.0,4.0,7.0,True,True,True,"These are amazing! So comfortable and perfect for lounging.","Excellent construction and durability","","","",514,"website_popup"
"SUR0281","CUST0281","PROD031","2024-09-16 08:51:00","sms","v2.1","abandoned","55-64","Female","Fort Worth, TX","vip","Power Pivot Tank","Women's Tops","Tank Tops",68.0,"2024-08-22","","","","","","","","","","","","","","","",59,"website_popup"
"SUR0282","CUST0282","PROD032","2024-02-20 21:33:00","sms","v2.1","partial","25-34","Female","Tulsa, OK","new","At Ease Hoodie","Men's Outerwear","Hoodies",128.0,"2024-02-19",3.0,4.0,"",2.0,"",4.0,"",False,"",True,"They're okay but fabric could be thicker.","","","","",70,"post_purchase"
"SUR0283","CUST0283","PROD033","2024-08-13 18:07:00","web","v2.1","abandoned","25-34","Female","Seattle, WA","new","Commission Pant Classic 32""","Men's Bottoms","Pants",138.0,"2024-08-06","","","","","","","","","","","","","","","",45,"post_purchase"
"SUR0284","CUST0284","PROD034","2024-06-12 12:09:00","web","v2.1","partial","35-44","Non-binary","San Francisco, CA","returning","Engineered Warmth Half Zip","Men's Outerwear","Pullovers",128.0,"2024-05-25",4.0,4.0,"",4.0,"",4.0,9.0,"","",True,"Incredible quality! flattering design and worth every penny.","","","","",115,"website_popup"
"SUR0285","CUST0285","PROD035","2024-09-30 09:59:00","sms","v2.1","completed","45-54","Non-binary","Dallas, TX","new","Free to Be Serene Bra","Women's Intimates","Sports Bras",52.0,"2024-09-20",4.0,5.0,3.0,4.0,3.0,3.0,7.0,True,True,True,"Incredible quality! perfect length and worth every penny.","Outstanding quality as always","","Consider adding pockets","Love this brand",392,"app_notification"
"SUR0286","CUST0286","PROD036","2024-08-20 15:01:00","sms","v2.1","completed","45-54","Female","Detroit, MI","at_risk","Fast and Free High-Rise Tight 25""","Women's Bottoms","Leggings",128.0,"2024-07-26",3.0,4.0,1.0,4.0,2.0,3.0,4.0,False,False,True,"Nice bottom but packaging could improve.","","Fit is not flattering","Improve fit and comfort","",470,"website_popup"
"SUR0287","CUST0287","PROD037","2024-10-29 14:15:00","sms","v2.1","completed","25-34","Non-binary","Austin, TX","at_risk","Perfectly Oversized Crew","Women's Outerwear","Sweatshirts",118.0,"2024-10-22",5.0,5.0,4.0,5.0,5.0,5.0,10.0,True,True,True,"Obsessed with these! perfect fit and I live in them.","Amazing comfort and style","","","",558,"website_popup"
"SUR0288","CUST0288","PROD038","2024-02-28 17:38:00","mobile","v2.1","partial","35-44","Non-binary","San Antonio, TX","at_risk","Ebb to Street Tank","Women's Tops","Tank Tops",58.0,"2024-02-25",4.0,5.0,"",4.0,"","",3.0,"","","","Perfect for yoga! versatile style and fits perfectly.","Great design and functionality","","","",79,"app_notification"
"SUR0289","CUST0289","PROD039","2024-11-11 17:28:00","email","v2.1","partial","25-34","Non-binary","Boston, MA","vip","Groove Super-High-Rise Flared Pant","Women's Bottoms","Pants",128.0,"2024-11-08",4.0,5.0,2.0,"","",5.0,"",True,True,"","These are amazing! So comfortable and perfect for daily wear.","","","","",105,"website_popup"
"SUR0290","CUST0290","PROD040","2024-07-20 18:20:00","mobile","v2.1","abandoned","45-54","Male","Portland, OR","at_risk","Engineered Warmth Half Zip","Men's Outerwear","Pullovers",128.0,"2024-07-04","","","","","","","","","","","","","","","",45,"email_campaign"
"SUR0291","CUST0291","PROD041","2024-07-15 21:59:00","mobile","v2.1","completed","45-54","Female","Denver, CO","returning","Bowline Short 8""","Men's Bottoms","Shorts",78.0,"2024-06-24",1.0,2.0,1.0,2.0,1.0,1.0,0.0,False,False,False,"Not suitable for workouts. inconsistent sizing.","","Doesn't meet expectations","Improve durability","",244,"post_purchase"
"SUR0292","CUST0292","PROD042","2024-08-20 16:27:00","mobile","v2.1","partial","45-54","Male","Detroit, MI","returning","Fundamental T-Shirt","Men's Tops","Shirts",58.0,"2024-08-01",4.0,"","",5.0,"","",0.0,True,"",True,"Love these! Great quality and perfect fit.","","","","",97,"post_purchase"
"SUR0293","CUST0293","PROD043","2024-05-23 15:33:00","sms","v2.1","abandoned","55-64","Non-binary","Philadelphia, PA","returning","Invigorate High-Rise Tight 25""","Women's Bottoms","Leggings",118.0,"2024-05-01","","","","","","","","","","","","","","","",47,"post_purchase"
"SUR0294","CUST0294","PROD044","2024-06-08 17:03:00","sms","v2.1","abandoned","55-64","Female","Milwaukee, WI","at_risk","License to Train Short 7""","Men's Bottoms","Shorts",78.0,"2024-05-25","","","","","","","","","","","","","","","",28,"website_popup"
"SUR0295","CUST0295","PROD045","2024-05-28 10:02:00","web","v2.1","abandoned","55-64","Non-binary","Washington, DC","vip","City Excursion Hoodie","Men's Outerwear","Hoodies",148.0,"2024-05-09","","","","","","","","","","","","","","","",13,"app_notification"
"SUR0296","CUST0296","PROD046","2024-12-02 12:51:00","web","v2.1","completed","55-64","Female","Denver, CO","at_risk","Like a Cloud Bra","Women's Intimates","Sports Bras",68.0,"2024-11-04",5.0,5.0,3.0,5.0,5.0,5.0,9.0,True,True,True,"Love these! Great quality and amazing quality.","Perfect for active lifestyle","","","",214,"post_purchase"
"SUR0297","CUST0297","PROD047","2024-12-03 15:23:00","sms","v2.1","completed","25-34","Male","Oakland, CA","returning","City Adventurer Backpack 17L","Accessories","Bags",148.0,"2024-11-22",5.0,4.0,5.0,4.0,5.0,5.0,10.0,True,True,True,"Amazing fit! supportive design and I've already ordered more.","Perfect for active lifestyle","","","Love this brand",115,"post_purchase"
"SUR0298","CUST0298","PROD048","2024-11-24 12:48:00","sms","v2.1","partial","18-24","Female","Austin, TX","at_risk","Reversible Mat 5mm","Accessories","Yoga Equipment",88.0,"2024-11-08",4.0,"",3.0,4.0,"",3.0,"",True,True,"","Love the versatile style! Perfect for lounging.","","","","",42,"website_popup"
"SUR0299","CUST0299","PROD049","2024-09-29 18:22:00","email","v2.1","partial","55-64","Non-binary","Seattle, WA","vip","All Yours Tee","Women's Tops","Shirts",68.0,"2024-09-20",4.0,5.0,"",5.0,"","","","","",True,"Love these! Great quality and buttery soft fabric.","","","","",97,"post_purchase"
"SUR0300","CUST0300","PROD050","2024-02-23 18:28:00","mobile","v2.1","completed","25-34","Non-binary","Denver, CO","vip","Surge Hybrid Short 7""","Men's Bottoms","Shorts",78.0,"2024-02-03",2.0,3.0,2.0,1.0,3.0,3.0,2.0,False,False,False,"Disappointed with poor fit. Expected more from Lululemon.","","Material feels cheap","Softer fabric blend","",249,"post_purchase"
"SUR0301","CUST0301","PROD001","2024-02-26 19:11:00","sms","v2.1","partial","35-44","Male","Virginia Beach, VA","new","ABC Jogger","Men's Bottoms","Joggers",128.0,"2024-02-03",5.0,"",3.0,5.0,"","",5.0,"",True,"","Amazing fit! perfect length and I've already ordered more.","Perfect fit and feel","","","",52,"app_notification"
"SUR0302","CUST0302","PROD002","2024-11-26 15:06:00","sms","v2.1","abandoned","55-64","Male","Columbus, OH","new","Hotty Hot High-Rise Short 4""","Women's Bottoms","Shorts",68.0,"2024-11-22","","","","","","","","","","","","","","","",14,"website_popup"
"SUR0303","CUST0303","PROD003","2024-10-19 19:16:00","web","v2.1","completed","45-54","Female","Albuquerque, NM","returning","Flow Y Bra","Women's Intimates","Sports Bras",52.0,"2024-10-10",2.0,2.0,1.0,3.0,1.0,3.0,5.0,False,False,False,"Not suitable for hiking. see-through fabric.","","Fit is not flattering","Better construction","Disappointed with Lululemon",553,"app_notification"
"SUR0304","CUST0304","PROD004","2024-03-03 17:34:00","web","v2.1","abandoned","35-44","Non-binary","Washington, DC","at_risk","Surge Hybrid Short 7""","Men's Bottoms","Shorts",78.0,"2024-02-20","","","","","","","","","","","","","","","",31,"post_purchase"
"SUR0305","CUST0305","PROD005","2024-02-11 21:29:00","web","v2.1","partial","35-44","Non-binary","Fort Worth, TX","returning","Free to Be Serene Bra","Women's Intimates","Sports Bras",52.0,"2024-02-01",4.0,"","",3.0,"","","",True,True,True,"","Perfect fit and feel","","","",38,"email_campaign"
"SUR0306","CUST0306","PROD006","2024-10-03 18:19:00","email","v2.1","completed","55-64","Male","Los Angeles, CA","new","Cates Tee","Women's Tops","Shirts",68.0,"2024-09-07",4.0,4.0,2.0,3.0,5.0,5.0,10.0,True,True,True,"Love the perfect fit! Perfect for hiking.","Excellent construction and durability","","More color options would be great","Exceeded my expectations",560,"website_popup"
"SUR0307","CUST0307","PROD007","2024-11-30 08:30:00","web","v2.1","completed","18-24","Female","Oakland, CA","returning","Perfectly Oversized Crew","Women's Outerwear","Sweatshirts",118.0,"2024-11-01",3.0,2.0,2.0,4.0,2.0,4.0,4.0,False,False,True,"Good quality but could be softer.","","Sizing is inconsistent","Improve fabric quality","",496,"post_purchase"
"SUR0308","CUST0308","PROD008","2024-06-21 20:53:00","email","v2.1","completed","45-54","Male","San Diego, CA","returning","Like a Cloud Bra","Women's Intimates","Sports Bras",68.0,"2024-06-02",2.0,1.0,1.0,2.0,1.0,2.0,3.0,False,False,False,"Quality issues. loses shape after washing and poor construction.","","Material feels cheap","More size options","Poor value",101,"post_purchase"
"SUR0309","CUST0309","PROD009","2024-03-09 09:50:00","web","v2.1","partial","55-64","Male","New Orleans, LA","returning","Soft Ambitions Crop Crew","Women's Outerwear","Sweatshirts",98.0,"2024-03-08",1.0,"","",1.0,"",1.0,"",False,"",False,"Not worth it. poor construction and poor value.","","","","",53,"post_purchase"
"SUR0310","CUST0310","PROD010","2024-09-12 17:05:00","mobile","v2.1","completed","35-44","Male","Oklahoma City, OK","new","Soft Ambitions Crop Crew","Women's Outerwear","Sweatshirts",98.0,"2024-08-26",5.0,5.0,4.0,5.0,5.0,4.0,10.0,True,True,True,"Obsessed with these! moisture-wicking technology and I live in them.","Incredible fabric quality and fit","","","Exceeded my expectations",545,"post_purchase"
"SUR0311","CUST0311","PROD011","2024-09-11 10:10:00","email","v2.1","completed","18-24","Female","Miami, FL","vip","Down For It All Jacket","Women's Outerwear","Jackets",298.0,"2024-09-02",3.0,3.0,1.0,2.0,4.0,2.0,8.0,False,False,True,"Decent for workouts but could use more colors.","","Doesn't meet expectations","Better construction","Not impressed",515,"app_notification"
"SUR0312","CUST0312","PROD012","2024-10-30 17:20:00","mobile","v2.1","completed","25-34","Non-binary","Omaha, NE","vip","Swiftly Tech Long Sleeve 2.0","Women's Tops","Shirts",88.0,"2024-10-22",2.0,3.0,1.0,1.0,2.0,1.0,2.0,False,False,False,"Not worth it. rough texture and poor value.","","Overpriced for the quality","Softer fabric blend","Poor value",525,"website_popup"
"SUR0313","CUST0313","PROD013","2024-04-01 14:23:00","email","v2.1","completed","45-54","Non-binary","Fort Worth, TX","vip","Hotty Hot Short 2.5""","Women's Bottoms","Shorts",68.0,"2024-03-27",1.0,2.0,1.0,1.0,1.0,1.0,3.0,False,False,False,"Not suitable for hiking. uncomfortable material.","","Quality control issues","Better value for money","",220,"website_popup"
"SUR0314","CUST0314","PROD014","2024-11-22 17:57:00","sms","v2.1","abandoned","55-64","Non-binary","Charlotte, NC","new","Align High-Rise Short 6""","Women's Bottoms","Shorts",68.0,"2024-10-25","","","","","","","","","","","","","","","",47,"app_notification"
"SUR0315","CUST0315","PROD015","2024-08-30 21:29:00","mobile","v2.1","partial","18-24","Non-binary","Las Vegas, NV","returning","Commission Pant Classic 32""","Men's Bottoms","Pants",138.0,"2024-08-11",3.0,"","","","","","",False,"","","Nice bottom but length is not ideal.","","","","",119,"app_notification"
"SUR0316","CUST0316","PROD016","2024-02-20 15:31:00","sms","v2.1","completed","18-24","Non-binary","Tampa, FL","new","ABC Classic-Fit 5 Pocket Pant 32""","Men's Bottoms","Pants",138.0,"2024-02-08",3.0,4.0,1.0,2.0,3.0,4.0,6.0,False,False,True,"They work well but could use better instructions.","","Overpriced for the quality","More size options","",201,"email_campaign"
"SUR0317","CUST0317","PROD017","2024-12-26 14:11:00","web","v2.1","partial","35-44","Non-binary","Baltimore, MD","new","Everywhere Belt Bag","Accessories","Bags",38.0,"2024-12-09",1.0,1.0,"",2.0,"","","",False,"","","Quality issues. fabric feels cheap and poor construction.","","","","",76,"website_popup"
"SUR0318","CUST0318","PROD018","2024-08-26 17:02:00","mobile","v2.1","completed","35-44","Female","Miami, FL","new","Bowline Short 8""","Men's Bottoms","Shorts",78.0,"2024-08-18",4.0,5.0,3.0,5.0,5.0,5.0,7.0,True,True,True,"Obsessed with these! flattering design and I live in them.","Outstanding quality as always","","Maybe a softer fabric version","",493,"website_popup"
"SUR0319","CUST0319","PROD019","2024-05-21 08:04:00","sms","v2.1","abandoned","35-44","Male","Albuquerque, NM","new","Bowline Short 8""","Men's Bottoms","Shorts",78.0,"2024-05-06","","","","","","","","","","","","","","","",53,"website_popup"
"SUR0320","CUST0320","PROD020","2024-12-20 20:56:00","sms","v2.1","completed","25-34","Male","Philadelphia, PA","new","Fast and Free High-Rise Tight 25""","Women's Bottoms","Leggings",128.0,"2024-12-17",2.0,2.0,1.0,3.0,1.0,2.0,3.0,False,False,False,"Poor fit. uncomfortable seams and not flattering.","","Overpriced for the quality","Improve fit and comfort","",195,"website_popup"
"SUR0321","CUST0321","PROD021","2024-08-30 13:26:00","web","v2.1","completed","18-24","Male","Fort Worth, TX","new","Align Tank","Women's Tops","Tank Tops",58.0,"2024-08-16",4.0,5.0,4.0,4.0,4.0,5.0,10.0,True,True,True,"Amazing fit! comfortable all day and I've already ordered more.","Great design and functionality","","More seasonal colors","Love this brand",235,"website_popup"
"SUR0322","CUST0322","PROD022","2024-05-13 11:30:00","email","v2.1","partial","35-44","Female","San Jose, CA","vip","Bowline Short 8""","Men's Bottoms","Shorts",78.0,"2024-04-23",5.0,"",3.0,"","","","",True,True,True,"Amazing fit! moisture-wicking technology and I've already ordered more.","","","","",56,"email_campaign"
"SUR0323","CUST0323","PROD023","2024-10-14 19:02:00","sms","v2.1","abandoned","35-44","Male","San Jose, CA","vip","Down For It All Jacket","Women's Outerwear","Jackets",298.0,"2024-09-26","","","","","","","","","","","","","","","",11,"email_campaign"
"SUR0324","CUST0324","PROD024","2024-07-26 22:31:00","web","v2.1","abandoned","25-34","Male","Boston, MA","returning","Flow Y Bra","Women's Intimates","Sports Bras",52.0,"2024-07-05","","","","","","","","","","","","","","","",40,"website_popup"
"SUR0325","CUST0325","PROD025","2024-05-28 20:36:00","email","v2.1","abandoned","25-34","Non-binary","Tulsa, OK","at_risk","Down For It All Jacket","Women's Outerwear","Jackets",298.0,"2024-05-04","","","","","","","","","","","","","","","",12,"post_purchase"
"SUR0326","CUST0326","PROD026","2024-03-12 18:35:00","sms","v2.1","partial","35-44","Female","Memphis, TN","returning","Align Ribbed High-Rise Pant 25""","Women's Bottoms","Leggings",138.0,"2024-03-01",2.0,3.0,1.0,1.0,"","","","",False,False,"Not worth it. overpriced for quality and poor value.","","","","",37,"post_purchase"
"SUR0327","CUST0327","PROD027","2024-12-07 13:25:00","web","v2.1","partial","45-54","Male","Portland, OR","vip","Hotty Hot High-Rise Short 4""","Women's Bottoms","Shorts",68.0,"2024-11-25",3.0,4.0,3.0,"","","","",False,False,"","","","","","",83,"website_popup"
"SUR0328","CUST0328","PROD028","2024-03-12 21:37:00","sms","v2.1","abandoned","18-24","Female","Columbus, OH","vip","Scuba Oversized Half-Zip Hoodie","Women's Outerwear","Hoodies",118.0,"2024-03-09","","","","","","","","","","","","","","","",47,"website_popup"
"SUR0329","CUST0329","PROD029","2024-07-11 09:00:00","mobile","v2.1","completed","35-44","Male","Jacksonville, FL","at_risk","Swiftly Tech Long Sleeve 2.0","Women's Tops","Shirts",88.0,"2024-06-14",3.0,4.0,2.0,2.0,3.0,4.0,6.0,False,False,True,"Nice top but could be more durable.","","Doesn't meet expectations","Better value for money","Expected better quality",217,"email_campaign"
"SUR0330","CUST0330","PROD030","2024-05-14 12:40:00","sms","v2.1","completed","45-54","Female","Miami, FL","vip","Soft Ambitions Crop Crew","Women's Outerwear","Sweatshirts",98.0,"2024-04-14",4.0,3.0,2.0,3.0,4.0,4.0,6.0,True,True,True,"Best outerwear ever! amazing quality and so comfortable.","Exceeded all expectations","","More seasonal colors","",324,"app_notification"
"SUR0331","CUST0331","PROD031","2024-11-17 18:30:00","email","v2.1","completed","18-24","Male","Tucson, AZ","new","City Excursion Hoodie","Men's Outerwear","Hoodies",148.0,"2024-11-12",3.0,4.0,1.0,3.0,2.0,2.0,6.0,False,False,True,"Comfortable fabric but packaging could improve.","","Quality control issues","Better size chart needed","Poor value",138,"post_purchase"
"SUR0332","CUST0332","PROD032","2024-09-20 11:49:00","email","v2.1","partial","25-34","Female","Long Beach, CA","returning","Soft Ambitions Crop Crew","Women's Outerwear","Sweatshirts",98.0,"2024-09-11",4.0,3.0,3.0,"","",5.0,7.0,True,"",True,"Obsessed with these! lightweight feel and I live in them.","Amazing comfort and style","","","",83,"website_popup"
"SUR0333","CUST0333","PROD033","2024-08-23 22:04:00","email","v2.1","abandoned","25-34","Female","Milwaukee, WI","vip","Align Ribbed High-Rise Pant 25""","Women's Bottoms","Leggings",138.0,"2024-08-18","","","","","","","","","","","","","","","",48,"website_popup"
"SUR0334","CUST0334","PROD034","2024-09-24 20:21:00","mobile","v2.1","completed","35-44","Female","Arlington, TX","new","Soft Ambitions High-Rise Short 3""","Women's Bottoms","Shorts",68.0,"2024-09-01",3.0,2.0,1.0,2.0,2.0,3.0,4.0,False,False,True,"They're comfortable but could be softer.","","Uncomfortable fabric","Better size chart needed","Expected better quality",585,"email_campaign"
"SUR0335","CUST0335","PROD035","2024-10-30 08:30:00","web","v2.1","completed","35-44","Female","Phoenix, AZ","vip","Align Ribbed High-Rise Pant 25""","Women's Bottoms","Leggings",138.0,"2024-09-30",4.0,5.0,2.0,3.0,5.0,4.0,6.0,True,True,True,"Perfect for running! lightweight feel and fits perfectly.","Great design and functionality","","More seasonal colors","",224,"post_purchase"
"SUR0336","CUST0336","PROD036","2024-09-13 20:46:00","web","v2.1","abandoned","25-34","Non-binary","Kansas City, MO","new","Perfectly Oversized Crew","Women's Outerwear","Sweatshirts",118.0,"2024-08-27","","","","","","","","","","","","","","","",22,"post_purchase"
"SUR0337","CUST0337","PROD037","2024-05-24 10:57:00","mobile","v2.1","abandoned","55-64","Female","Tulsa, OK","new","Free to Be Serene Bra","Women's Intimates","Sports Bras",52.0,"2024-05-12","","","","","","","","","","","","","","","",21,"app_notification"
"SUR0338","CUST0338","PROD038","2024-08-13 18:06:00","mobile","v2.1","partial","35-44","Male","Las Vegas, NV","returning","Soft Ambitions High-Rise Short 3""","Women's Bottoms","Shorts",68.0,"2024-07-19",5.0,4.0,4.0,5.0,"",5.0,5.0,True,True,True,"Amazing fit! great stretch and I've already ordered more.","","","","",67,"post_purchase"
